Số chứng từ,Ngày tạo,Người tạo,Loại kế hoạch,Ghi chú 1,Mã vật tư,Tên vật tư,Đvt 1,Số lượng (1),HSQĐ,Đvt 2,Số lượng (2),Ghi chú 2,Mục đích sử dụng,Ngày sử dụng
EP2307-0074,7/25/2023,Nguyễn Dũng Trung,Theo bộ phận,"SHENQ CHYUN
PERU CUỘN
HALSTON",HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,375,1,KG,375,SO2307-0055 - HALSTON,,8/4/2023
EP2307-0074,7/25/2023,Nguyễn Dũng Trung,Theo bộ phận,"SHENQ CHYUN
PERU CUỘN
HALSTON",HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,400,1,KG,400,SO2307-0056 - HALSTON,,8/4/2023
EP2307-0047,7/14/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2307-0027 - TAUPLENE,HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,2500,1,KG,2500,SO2307-0027 - TAUPLENE,,7/21/2023
EP2306-0096,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch NVL tháng 07,HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,500,1,KG,500,,,7/4/2023
EP2305-0097,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"MP2305-0051 (SO2305-0034) - Sài Gòn Xanh
SO2305-0027 - Dongwon
SO2305-0014 - Tauplene
SO2305-0004 - Tauplene
SO2305-0007 - T",HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,60,1,KG,60,SO2305-0014,,6/5/2023
EP2305-0097,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"MP2305-0051 (SO2305-0034) - Sài Gòn Xanh
SO2305-0027 - Dongwon
SO2305-0014 - Tauplene
SO2305-0004 - Tauplene
SO2305-0007 - T",HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,90,1,KG,90,SO2305-0004,,6/5/2023
EP2305-0097,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"MP2305-0051 (SO2305-0034) - Sài Gòn Xanh
SO2305-0027 - Dongwon
SO2305-0014 - Tauplene
SO2305-0004 - Tauplene
SO2305-0007 - T",HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,110,1,KG,110,SO2305-0007,,6/5/2023
EP2305-0097,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"MP2305-0051 (SO2305-0034) - Sài Gòn Xanh
SO2305-0027 - Dongwon
SO2305-0014 - Tauplene
SO2305-0004 - Tauplene
SO2305-0007 - T",HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,110,1,KG,110,SO2305-0008,,6/5/2023
EP2305-0097,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"MP2305-0051 (SO2305-0034) - Sài Gòn Xanh
SO2305-0027 - Dongwon
SO2305-0014 - Tauplene
SO2305-0004 - Tauplene
SO2305-0007 - T",HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,600,1,KG,600,MP2305-0051 (SO2305-0034),,6/5/2023
EP2306-0049,6/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0001
SO2306-0003
SO2306-0010
SO2306-0011
SO2305-0011
SO2305-0026
SO2306-0026
SO2306-0016
SO2306-0016
SO2306-0016",HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,150,1,KG,150,SO2306-0016,,6/19/2023
EP2305-0007,5/3/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch nguyên vật liệu tháng 05,HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,5000,1,KG,5000,,,
EP2311-0011,11/6/2023,Nguyễn Dũng Trung,Theo bộ phận,"HAT-TPP
HAT-EVA
HAT-PPKC",HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,4000,1,KG,4000,,,11/24/2023
EP2304-0046,4/13/2023,,Theo bộ phận,Mua hạt nhựa EVA test mẫu 50kg,HAT-EVA,"Hạt nhựa EVA: H2181, 7350M...",KG,50,1,KG,50,,,4/16/2023
EP2408-0021,8/6/2024,Nguyễn Dũng Trung,Theo bộ phận,"Hạt nhựa HDPE thổi hấp
Hạt màu vàng EMP2014(C. Âu)
Hạt nhựa PP M9600
Hạt Taical tráng Châu Âu 1005.
DÂY CỘT BAO",HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,24000,1,KG,24000,TỒN KHO,,9/6/2024
EP2312-0058,12/18/2023,Nguyễn Dũng Trung,Theo bộ phận,"Halston + tồn kho
Halston + tồn kho
INTER + PRESTASI + SABAH + SARAWAK
KCP - 800K BAO",HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,10000,1,KG,10000,Halston + tồn kho,,12/22/2023
EP2401-0031,1/11/2024,Nguyễn Dũng Trung,Theo bộ phận,"SO2312-0057 - SANMIGUEL
SO2401-0028 - THIÊN ÂN
SO2401-0004 - HALSTON
SO2401-0011 - SANPOLY
SO2401-0012 - SANPOLY",HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,13000,1,KG,13000,"SO2401-0004 - HALSTON
SO2401-0011 - SANPOLY
SO2401-0012 - SANPOLY
SO2401-0024 - HALSTON",,1/22/2024
EP2403-0018,3/6/2024,Nguyễn Dũng Trung,Theo bộ phận,"SO2402-0007 - SANPOLY
SO2402-0016 - HALSTON
SO2402-0017 - HALSTON
SO2402-0021 - SUJPLAS
SO2403-0004 - SGX
SO2403-0008 - SAN",HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,27000,1,KG,27000,"SO2402-0007 - SANPOLY
SO2402-0016 - HALSTON
SO2402-0017 - HALSTON
SO2402-0021 - SUJPLAS
SO2403-0004 - SGX
SO2403-0008 - SANPOLY
SO2403-0010 - HALSTON",,3/22/2024
EP2405-0014,5/6/2024,Nguyễn Dũng Trung,Theo bộ phận,"Chỉ may polyester 210/3, màu trắng. Lực ≥4KgF, độ giãn 18.5- 20.0%
Hạt nhựa TPP: FL7632L, Hạt L6000N ...
Hạt nhựa HDPE thổi hấ",HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,24000,1,KG,24000,,,5/15/2024
EP2305-0007,5/3/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch nguyên vật liệu tháng 05,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,22400,1,KG,22400,,,
EP2306-0049,6/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0001
SO2306-0003
SO2306-0010
SO2306-0011
SO2305-0011
SO2305-0026
SO2306-0026
SO2306-0016
SO2306-0016
SO2306-0016",HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,1050.5,1,KG,1050.5,SO2306-0016,,6/19/2023
EP2305-0098,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"MP2305-0051 (SO2305-0034)	- Sài Gòn Xanh",HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,3750,1,KG,3750,MP2305-0051 (SO2305-0034),,6/2/2023
EP2306-0096,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch NVL tháng 07,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,10000,1,KG,10000,,,7/4/2023
EP2307-0047,7/14/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2307-0027 - TAUPLENE,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,23650,1,KG,23650,SO2307-0027 - TAUPLENE,,7/21/2023
EP2307-0074,7/25/2023,Nguyễn Dũng Trung,Theo bộ phận,"SHENQ CHYUN
PERU CUỘN
HALSTON",HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,2700,1,KG,2700,SO2307-0054 - HALSTON,,8/4/2023
EP2307-0074,7/25/2023,Nguyễn Dũng Trung,Theo bộ phận,"SHENQ CHYUN
PERU CUỘN
HALSTON",HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,2700,1,KG,2700,SO2307-0055 - HALSTON,,8/4/2023
EP2307-0074,7/25/2023,Nguyễn Dũng Trung,Theo bộ phận,"SHENQ CHYUN
PERU CUỘN
HALSTON",HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,3225,1,KG,3225,SO2307-0056 - HALSTON,,8/4/2023
EP2308-0022,8/3/2023,Nguyễn Dũng Trung,Theo bộ phận,Về gấp do cont trễ,HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,2000,1,KG,2000,,,8/5/2023
EP2310-0070,10/19/2023,Nguyễn Dũng Trung,Theo bộ phận,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",HAT-HDPE-TH,"Hạt nhựa HDPE thổi hấp. [Bao gồm các mã: , 6888, TR-144, FB1460...]",KG,10000,1,KG,10000,TỒN KHO,,10/27/2023
EP2401-0099,1/25/2024,Nguyễn Dũng Trung,Theo bộ phận,Hạt nhựa LDPE thổi gồm các mã: 2427H; 0374; 4024W; .....,HAT-LDPE.THOI,Hạt nhựa LDPE thổi gồm các mã: 2427H; 0374; 4024W; .....,KG,4000,1,KG,4000,Bổ sung số lượng thiếu cho EP2311-0105,,1/31/2024
EP2311-0105,11/29/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2311-0037 - KCP [SO TỔNG]
HAT-LLDPE.THOI : 118WJ của sabic
HAT-LDPE.THOI : HP4024WN của sabic",HAT-LDPE.THOI,Hạt nhựa LDPE thổi gồm các mã: 2427H; 0374; 4024W; .....,KG,3000,1,KG,3000,HP4024WN của sabic,,12/8/2023
EP2311-0105,11/29/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2311-0037 - KCP [SO TỔNG]
HAT-LLDPE.THOI : 118WJ của sabic
HAT-LDPE.THOI : HP4024WN của sabic",HAT-LDPE.THOI,Hạt nhựa LDPE thổi gồm các mã: 2427H; 0374; 4024W; .....,KG,3100,1,KG,3100,HP4024WN của sabic,,12/15/2023
EP2311-0105,11/29/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2311-0037 - KCP [SO TỔNG]
HAT-LLDPE.THOI : 118WJ của sabic
HAT-LDPE.THOI : HP4024WN của sabic",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,10000,1,KG,10000,118WJ của sabic,,12/15/2023
EP2311-0105,11/29/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2311-0037 - KCP [SO TỔNG]
HAT-LLDPE.THOI : 118WJ của sabic
HAT-LDPE.THOI : HP4024WN của sabic",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,10000,1,KG,10000,118WJ của sabic,,12/22/2023
EP2311-0105,11/29/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2311-0037 - KCP [SO TỔNG]
HAT-LLDPE.THOI : 118WJ của sabic
HAT-LDPE.THOI : HP4024WN của sabic",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,15300,1,KG,15300,118WJ của sabic,,12/8/2023
EP2401-0031,1/11/2024,Nguyễn Dũng Trung,Theo bộ phận,"SO2312-0057 - SANMIGUEL
SO2401-0028 - THIÊN ÂN
SO2401-0004 - HALSTON
SO2401-0011 - SANPOLY
SO2401-0012 - SANPOLY",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,1000,1,KG,1000,"SO2401-0004 - HALSTON
SO2401-0011 - SANPOLY
SO2401-0012 - SANPOLY
SO2401-0024 - HALSTON",,1/22/2024
EP2308-0104,8/31/2023,Nguyễn Dũng Trung,Theo bộ phận,HARVEST - UNIPACK,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,225,1,KG,225,SO2308-0041 - HARVEST,,9/8/2023
EP2308-0067,8/18/2023,Nguyễn Dũng Trung,Theo bộ phận,HANWA - HARVEST - SANPOLY - HALSTON - TƯ TRÚC - MATANG - DONGWON,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,125,1,KG,125,SO2307-0081 - SANPOLY,,8/23/2023
EP2308-0067,8/18/2023,Nguyễn Dũng Trung,Theo bộ phận,HANWA - HARVEST - SANPOLY - HALSTON - TƯ TRÚC - MATANG - DONGWON,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,200,1,KG,200,SO2308-0004 - HALSTON,,8/23/2023
EP2308-0067,8/18/2023,Nguyễn Dũng Trung,Theo bộ phận,HANWA - HARVEST - SANPOLY - HALSTON - TƯ TRÚC - MATANG - DONGWON,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,25,1,KG,25,SO2307-0049 - TƯ TRÚC,,8/23/2023
EP2308-0071,8/21/2023,Nguyễn Dũng Trung,Theo bộ phận,ECL - HALSTON,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,200,1,KG,200,SO2308-0029 - HALSTON,,8/25/2023
EP2308-0071,8/21/2023,Nguyễn Dũng Trung,Theo bộ phận,ECL - HALSTON,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,75,1,KG,75,SO2308-0028 - HALSTON,,8/25/2023
EP2307-0074,7/25/2023,Nguyễn Dũng Trung,Theo bộ phận,"SHENQ CHYUN
PERU CUỘN
HALSTON",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,350,1,KG,350,SO2307-0054 - HALSTON,,8/4/2023
EP2307-0074,7/25/2023,Nguyễn Dũng Trung,Theo bộ phận,"SHENQ CHYUN
PERU CUỘN
HALSTON",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,350,1,KG,350,SO2307-0055 - HALSTON,,8/4/2023
EP2307-0074,7/25/2023,Nguyễn Dũng Trung,Theo bộ phận,"SHENQ CHYUN
PERU CUỘN
HALSTON",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,300,1,KG,300,SO2307-0056 - HALSTON,,8/4/2023
EP2307-0047,7/14/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2307-0027 - TAUPLENE,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,3550,1,KG,3550,SO2307-0027 - TAUPLENE,,7/21/2023
EP2306-0096,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch NVL tháng 07,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,2000,1,KG,2000,,,7/4/2023
EP2306-0097,6/27/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0041 - INTER
SO2306-0037 - DONGWON PO3
SO2306-0038 - DONGWON PO3
SO2306-0015 - DONGWON PO2
SO2306-0017 - DONGWON PO2",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,48,1,KG,48,SO2306-0044 - SGI JUMBO K190,,7/3/2023
EP2306-0102,6/30/2023,Nguyễn Dũng Trung,Theo bộ phận,"NVL thổi 1,000,000 túi lồng HDPE cho Dongwon",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,3000,1,KG,3000,,,7/5/2023
EP2305-0099,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2305-0007 - Tauplene
SO2305-0008 - Tauplene
SO2305-0009 - Tauplene
SO2305-0014 - United Woven
MP2305-0051 (SO2305-0034) -",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,300,1,KG,300,SO2305-0007,,6/6/2023
EP2305-0099,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2305-0007 - Tauplene
SO2305-0008 - Tauplene
SO2305-0009 - Tauplene
SO2305-0014 - United Woven
MP2305-0051 (SO2305-0034) -",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,250,1,KG,250,SO2305-0008,,6/6/2023
EP2305-0099,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2305-0007 - Tauplene
SO2305-0008 - Tauplene
SO2305-0009 - Tauplene
SO2305-0014 - United Woven
MP2305-0051 (SO2305-0034) -",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,400,1,KG,400,SO2305-0009,,6/6/2023
EP2305-0099,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2305-0007 - Tauplene
SO2305-0008 - Tauplene
SO2305-0009 - Tauplene
SO2305-0014 - United Woven
MP2305-0051 (SO2305-0034) -",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,350,1,KG,350,SO2305-0014,,6/6/2023
EP2305-0099,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2305-0007 - Tauplene
SO2305-0008 - Tauplene
SO2305-0009 - Tauplene
SO2305-0014 - United Woven
MP2305-0051 (SO2305-0034) -",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,600,1,KG,600,MP2305-0051 (SO2305-0034),,6/6/2023
EP2305-0099,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2305-0007 - Tauplene
SO2305-0008 - Tauplene
SO2305-0009 - Tauplene
SO2305-0014 - United Woven
MP2305-0051 (SO2305-0034) -",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,900,1,KG,900,Stock tồn kho,,6/16/2023
EP2306-0049,6/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0001
SO2306-0003
SO2306-0010
SO2306-0011
SO2305-0011
SO2305-0026
SO2306-0026
SO2306-0016
SO2306-0016
SO2306-0016",HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,150,1,KG,150,SO2306-0016,,6/19/2023
EP2305-0007,5/3/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch nguyên vật liệu tháng 05,HAT-LLDPE.THOI,"Hạt nhựa LLDPE thổi gồm các mã: 253HS; FC21HS; FD21HN; 222WJ, 218WJ",KG,2200,1,KG,2200,,,
EP2307-0043,7/13/2023,Nguyễn Dũng Trung,Theo bộ phận,PERU CUỘN 2 CONT THÁNG 08,HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,100,1,KG,100,PERU CUỘN 2 CONT THÁNG 08,,7/18/2007
EP2307-0035,7/12/2023,Nguyễn Dũng Trung,Theo bộ phận,PERU TÚI 3 CONT THÁNG 08,HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,350,1,KG,350,PERU TÚI 3 CONT THÁNG 08,,7/18/2023
EP2307-0081,7/26/2023,Nguyễn Dũng Trung,Theo bộ phận,"HALSTON
PERU",HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,75,1,KG,75,SO2307-0048 - PERU CUỘN,,8/4/2023
EP2309-0089,9/22/2023,Nguyễn Dũng Trung,Theo bộ phận,"HẠT MÀU
3 CONT TÚI PERU
SO2309-0051
SO2309-0052
SO2309-0053",HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,325,1,KG,325,3 CONT TÚI PERU,,9/29/2023
EP2312-0015,12/5/2023,Nguyễn Dũng Trung,Theo bộ phận,HẠT MÀU + PHỤ DA,HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,450,1,KG,450,"SO2311-0039-PERU
SO2312-0001-PERU
SO2312-0002-PERU",,12/15/2023
EP2312-0046,12/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"PERU 6 CONT ( 3 CUỘN, 3 BAO)
HANWA",HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,50,1,KG,50,HANWA,,12/20/2023
EP2312-0046,12/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"PERU 6 CONT ( 3 CUỘN, 3 BAO)
HANWA",HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,300,1,KG,300,PERU,,12/20/2023
EP2312-0046,12/14/2023,Nguyễn Dũng Trung,Theo bộ phận,"PERU 6 CONT ( 3 CUỘN, 3 BAO)
HANWA",HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,550,1,KG,550,PERU,,1/25/2024
EP2311-0037,11/16/2023,Nguyễn Dũng Trung,Theo bộ phận,3 CONT TÚI PERU,HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,150,1,KG,150,3 CONT TÚI PERU,,11/20/2023
EP2404-0037,4/11/2024,Nguyễn Dũng Trung,Theo bộ phận,"Hạt màu đen mã số CB105 (Tân Hùng Cơ)
Hạt màu đỏ EMH4022 - Châu âu
Hạt màu vàng EMP2014(C. Âu)",HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,100,1,KG,100,SO2404-0017 - PERU [SỢI TREO GIÀN],,4/15/2024
EP2408-0021,8/6/2024,Nguyễn Dũng Trung,Theo bộ phận,"Hạt nhựa HDPE thổi hấp
Hạt màu vàng EMP2014(C. Âu)
Hạt nhựa PP M9600
Hạt Taical tráng Châu Âu 1005.
DÂY CỘT BAO",HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,40,1,KG,40,SO2407-0070,,8/9/2024
EP2406-0047,6/14/2024,Nguyễn Dũng Trung,Theo bộ phận,"HAT-MVCA-2014
HAT-EMPP-MF
HAT-EMH77197
HAT-EMPE0033K
HAT-TACKS-JB
HAT-UV881C
BAO-048075G13HDPE.DW
BAO-048075G19LDPE.DW",HAT-MVCA-2014,Hạt màu vàng EMP2014(C. Âu),KG,50,1,KG,50,SO2406-0023,,6/19/2024
EP2406-0005,6/5/2024,Nguyễn Dũng Trung,Theo bộ phận,DW - PO TỔNG,HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,300,1,KG,300,DW - PO TỔNG,,6/8/2024
EP2407-0058,7/16/2024,Nguyễn Dũng Trung,Theo bộ phận,"Hạt màu cam 33102B
Hạt màu vàng EMH 22269 (Châu Âu)",HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,50,1,KG,50,SO2405-0027,,7/23/2024
EP2304-0045,4/13/2023,,Theo bộ phận,Mua hạt màu vàng cho đơn hàng DONGWON SO2303-0006,HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,250,1,KG,250,,,4/16/2023
EP2304-0023,4/7/2023,,Theo bộ phận,Muan hạt màu vàng cho đơn hàng DONGWON SO2303-0006,HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,250,1,KG,250,,,4/12/2023
EP2402-0013,2/20/2024,Nguyễn Dũng Trung,Theo bộ phận,"Chỉ may 900D
Hạt UV",HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,100,1,KG,100,SO2402-0006 - DONGWON,,2/24/2024
EP2309-0058,9/15/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2309-0035 - AGRIFEED
DONGWON DỆT BỔ SUNG
SO2309-0030 - DONGWON
JUNIPACK + TỒN",HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,75,1,KG,75,DONGWON DỆT BỔ SUNG,,9/19/2023
EP2308-0067,8/18/2023,Nguyễn Dũng Trung,Theo bộ phận,HANWA - HARVEST - SANPOLY - HALSTON - TƯ TRÚC - MATANG - DONGWON,HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,25,1,KG,25,DONGWON - PO8 - PO9,,8/23/2022
EP2308-0080,8/23/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO8 - PO9 - PO10 - PO11 - PO12,HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,75,1,KG,75,DONGWON - PO8 - PO9,,8/28/2023
EP2305-0054,5/15/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2305-0011 - DONGWON -  Hạt màu,HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,300,1,KG,300,SO2305-0011,,5/22/2023
EP2306-0050,6/15/2023,Nguyễn Dũng Trung,Theo bộ phận,"Bổ sung theo đề xuất 15/06/2023
SO2305-0011
SO2305-0011
SO2305-0011
SO2305-0011",HAT-MVCA-22269,Hạt màu vàng EMH 22269 (Châu Âu),KG,100,1,KG,100,Bổ sung theo đề xuất 15/06/2023,,6/16/2023
EP2306-0039,6/13/2023,Nguyễn Dũng Trung,Theo bộ phận,Vệ sinh trục vít,HAT-PPA-3MB910,"Hạt phụ gia trợ gia công PPA cho thổi.  , ve sinh truc vit may soi",KG,150,1,KG,150,Vệ sinh trục vít,,6/16/2023
EP2305-0042,5/30/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch NVL tháng 06,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,81000,1,KG,81000,,,6/9/2023
EP2305-0042,5/30/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch NVL tháng 06,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,81000,1,KG,81000,,,6/13/2023
EP2305-0042,5/30/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch NVL tháng 06,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,81000,1,KG,81000,,,6/16/2023
EP2305-0042,5/30/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch NVL tháng 06,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,81000,1,KG,81000,,,6/20/2023
EP2305-0042,5/30/2023,Nguyễn Dũng Trung,Theo bộ phận,Kế hoạch NVL tháng 06,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,81000,1,KG,81000,,,6/23/2023
